strain	virus	gisaid_epi_isl	date	region	country	division
hCoV-19/England/ALDP-94EC72/2020	betacoronavirus	EPI_ISL_556405	2020-06-17	Europe	United Kingdom	England
hCoV-19/England/ALDP-91D720/2020	betacoronavirus	EPI_ISL_556623	2020-06-23	Europe	United Kingdom	England
hCoV-19/England/ALDP-8DF7D0/2020	betacoronavirus	EPI_ISL_556991	2020-06-25	Europe	United Kingdom	England
hCoV-19/England/ALDP-8D71CB/2020	betacoronavirus	EPI_ISL_557013	2020-06-24	Europe	United Kingdom	England
hCoV-19/England/ALDP-8E2567/2020	betacoronavirus	EPI_ISL_557053	2020-06-25	Europe	United Kingdom	England
hCoV-19/England/ALDP-8DF7B2/2020	betacoronavirus	EPI_ISL_557157	2020-06-25	Europe	United Kingdom	England
hCoV-19/England/ALDP-6FD6B3/2020	betacoronavirus	EPI_ISL_557419	2020-06-29	Europe	United Kingdom	England
hCoV-19/England/ALDP-6FCE9E/2020	betacoronavirus	EPI_ISL_557541	2020-06-29	Europe	United Kingdom	England
hCoV-19/England/ALDP-704CF2/2020	betacoronavirus	EPI_ISL_557669	2020-06-30	Europe	United Kingdom	England
hCoV-19/England/ALDP-5CC9A6/2020	betacoronavirus	EPI_ISL_558442	2020-06-19	Europe	United Kingdom	England
hCoV-19/England/ALDP-5CB38B/2020	betacoronavirus	EPI_ISL_558488	2020-06-19	Europe	United Kingdom	England
hCoV-19/England/ALDP-5D8AE0/2020	betacoronavirus	EPI_ISL_558516	2020-06-19	Europe	United Kingdom	England
hCoV-19/England/ALDP-5C9657/2020	betacoronavirus	EPI_ISL_558562	2020-06-19	Europe	United Kingdom	England
hCoV-19/England/ALDP-5C94A8/2020	betacoronavirus	EPI_ISL_558616	2020-06-19	Europe	United Kingdom	England
hCoV-19/England/ALDP-5AA908/2020	betacoronavirus	EPI_ISL_558657	2020-06-15	Europe	United Kingdom	England
hCoV-19/England/ALDP-5BE172/2020	betacoronavirus	EPI_ISL_558664	2020-06-17	Europe	United Kingdom	England
hCoV-19/England/ALDP-5A5563/2020	betacoronavirus	EPI_ISL_558675	2020-06-15	Europe	United Kingdom	England
hCoV-19/England/ALDP-59F06B/2020	betacoronavirus	EPI_ISL_558699	2020-06-13	Europe	United Kingdom	England
hCoV-19/England/ALDP-5A4C23/2020	betacoronavirus	EPI_ISL_558797	2020-06-15	Europe	United Kingdom	England
hCoV-19/England/ALDP-5B4E66/2020	betacoronavirus	EPI_ISL_558885	2020-06-19	Europe	United Kingdom	England
hCoV-19/Wales/ALDP-52C063/2020	betacoronavirus	EPI_ISL_558909	2020-06-01	Europe	United Kingdom	Wales
hCoV-19/England/ALDP-52A89A/2020	betacoronavirus	EPI_ISL_558924	2020-06-01	Europe	United Kingdom	England
hCoV-19/England/ALDP-51FBAE/2020	betacoronavirus	EPI_ISL_559037	2020-06-02	Europe	United Kingdom	England
hCoV-19/England/MILK-4B2889/2020	betacoronavirus	EPI_ISL_559100	2020-06-04	Europe	United Kingdom	England
hCoV-19/England/ALDP-50229A/2020	betacoronavirus	EPI_ISL_559170	2020-06-25	Europe	United Kingdom	England
hCoV-19/England/MILK-4BC773/2020	betacoronavirus	EPI_ISL_559187	2020-06-06	Europe	United Kingdom	England
hCoV-19/England/ALDP-5092FD/2020	betacoronavirus	EPI_ISL_559200	2020-06-25	Europe	United Kingdom	England
hCoV-19/England/MILK-4B3378/2020	betacoronavirus	EPI_ISL_559201	2020-06-04	Europe	United Kingdom	England
hCoV-19/England/ALDP-49978B/2020	betacoronavirus	EPI_ISL_559371	2020-05-27	Europe	United Kingdom	England
hCoV-19/England/ALDP-4A4574/2020	betacoronavirus	EPI_ISL_559475	2020-06-03	Europe	United Kingdom	England
hCoV-19/England/ALDP-4A52C7/2020	betacoronavirus	EPI_ISL_559560	2020-06-12	Europe	United Kingdom	England
hCoV-19/England/ALDP-4A635A/2020	betacoronavirus	EPI_ISL_559606	2020-06-09	Europe	United Kingdom	England
hCoV-19/England/ALDP-4A6E86/2020	betacoronavirus	EPI_ISL_559640	2020-06-08	Europe	United Kingdom	England
hCoV-19/England/MILK-4882BB/2020	betacoronavirus	EPI_ISL_559688	2020-05-07	Europe	United Kingdom	England
hCoV-19/England/MILK-46667B/2020	betacoronavirus	EPI_ISL_559750	2020-05-27	Europe	United Kingdom	England
hCoV-19/Lithuania/C20-05-R8/2020	betacoronavirus	EPI_ISL_560403	2020-05-21	Europe	Lithuania	Vilnius r.
hCoV-19/France/GES-8783/2020	betacoronavirus	EPI_ISL_560625	2020-03-22	Europe	France	Grand Est
hCoV-19/England/GSTT-6742/2020	betacoronavirus	EPI_ISL_560724	2020-03-30	Europe	United Kingdom	England
hCoV-19/Gambia/NPHL-2640/2020	betacoronavirus	EPI_ISL_561285	2020-06-17	Africa	Gambia	Kombo
hCoV-19/Japan/NGY-NNH-003/2020	betacoronavirus	EPI_ISL_568558	2020-03-31	Asia	Japan	Aichi
hCoV-19/Italy/EMR-UA-02_00107/2020	betacoronavirus	EPI_ISL_5687736	2020-03-10	Europe	Italy	Emilia-Romagna
hCoV-19/France/PAC-IHU-0611/2020	betacoronavirus	EPI_ISL_568887	2020-04-11	Europe	France	Provence-Alpes-Cote d'Azur
hCoV-19/France/PAC-IHU-0627/2020	betacoronavirus	EPI_ISL_568898	2020-04-13	Europe	France	Provence-Alpes-Cote d'Azur
hCoV-19/France/PAC-IHU-0662/2020	betacoronavirus	EPI_ISL_568920	2020-03-16	Europe	France	Provence-Alpes-Cote d'Azur
hCoV-19/France/PAC-IHU-0796/2020	betacoronavirus	EPI_ISL_568968	2020-05-03	Europe	France	Provence-Alpes-Cote d'Azur
hCoV-19/France/PAC-IHU-0033/2020	betacoronavirus	EPI_ISL_569259	2020-03-18	Europe	France	Provence-Alpes-Cote d'Azur
hCoV-19/France/PAC-IHU-0039/2020	betacoronavirus	EPI_ISL_569263	2020-03-18	Europe	France	Provence-Alpes-Cote d'Azur
hCoV-19/France/PAC-IHU-0044/2020	betacoronavirus	EPI_ISL_569265	2020-03-18	Europe	France	Provence-Alpes-Cote d'Azur
hCoV-19/France/PAC-IHU-0058/2020	betacoronavirus	EPI_ISL_569277	2020-03-19	Europe	France	Provence-Alpes-Cote d'Azur
hCoV-19/France/PAC-IHU-0066/2020	betacoronavirus	EPI_ISL_569285	2020-03-19	Europe	France	Provence-Alpes-Cote d'Azur
hCoV-19/France/PAC-IHU-0141/2020	betacoronavirus	EPI_ISL_569333	2020-03-19	Europe	France	Provence-Alpes-Cote d'Azur
hCoV-19/France/PAC-IHU-0218/2020	betacoronavirus	EPI_ISL_569383	2020-03-28	Europe	France	Provence-Alpes-Cote d'Azur
hCoV-19/France/PAC-IHU-0230/2020	betacoronavirus	EPI_ISL_569393	2020-03-29	Europe	France	Provence-Alpes-Cote d'Azur
hCoV-19/France/PAC-IHU-0246/2020	betacoronavirus	EPI_ISL_569406	2020-03-30	Europe	France	Provence-Alpes-Cote d'Azur
hCoV-19/France/PAC-IHU-0412/2020	betacoronavirus	EPI_ISL_569495	2020-04-02	Europe	France	Provence-Alpes-Cote d'Azur
hCoV-19/France/PAC-IHU-0452/2020	betacoronavirus	EPI_ISL_569519	2020-04-04	Europe	France	Provence-Alpes-Cote d'Azur
hCoV-19/France/PAC-IHU-0462/2020	betacoronavirus	EPI_ISL_569527	2020-04-05	Europe	France	Provence-Alpes-Cote d'Azur
hCoV-19/France/PAC-IHU-0487/2020	betacoronavirus	EPI_ISL_569543	2020-04-03	Europe	France	Provence-Alpes-Cote d'Azur
hCoV-19/France/PAC-IHU-0584/2020	betacoronavirus	EPI_ISL_569603	2020-04-10	Europe	France	Provence-Alpes-Cote d'Azur
hCoV-19/Russia/OMS-ORINFI-6675S/2020	betacoronavirus	EPI_ISL_569740	2020-05-12	Europe	Russia	Omsk
hCoV-19/Italy/PIE-SLL-NZ146/2020	betacoronavirus	EPI_ISL_569884	2020-04-08	Europe	Italy	Piedmont
hCoV-19/England/NORT-2A0BF0/2020	betacoronavirus	EPI_ISL_573361	2020-04-28	Europe	United Kingdom	England
hCoV-19/Wales/PHWC-16CAE5/2020	betacoronavirus	EPI_ISL_574134	2020-06-12	Europe	United Kingdom	Wales
hCoV-19/Singapore/438cul/2020	betacoronavirus	EPI_ISL_574488	2020-03-21	Asia	Singapore	NA
hCoV-19/Singapore/1011/2020	betacoronavirus	EPI_ISL_574496	2020-03-24	Asia	Singapore	NA
hCoV-19/Indonesia/JK-EIJK24/2020	betacoronavirus	EPI_ISL_574609	2020-04-13	Asia	Indonesia	Jakarta
hCoV-19/Switzerland/BE-UNIBE-155-8269/2020	betacoronavirus	EPI_ISL_574796	2020-03-12	Europe	Switzerland	Bern
hCoV-19/Switzerland/BE-UNIBE-198-5301/2020	betacoronavirus	EPI_ISL_574836	2020-03-25	Europe	Switzerland	Bern
hCoV-19/Switzerland/BE-UNIBE-208-8169/2020	betacoronavirus	EPI_ISL_574846	2020-04-01	Europe	Switzerland	Bern
hCoV-19/Switzerland/BL-ETHZ-100363/2020	betacoronavirus	EPI_ISL_574903	2020-03-20	Europe	Switzerland	Basel-Landschaft
hCoV-19/Switzerland/GE-ETHZ-100188/2020	betacoronavirus	EPI_ISL_574933	2020-03-16	Europe	Switzerland	Geneva
hCoV-19/Spain/AR-ISCIII-201778/2020	betacoronavirus	EPI_ISL_578192	2020-03-08	Europe	Spain	Aragon
hCoV-19/NewZealand/20CV0274/2020	betacoronavirus	EPI_ISL_579067	2020-03-22	Oceania	New Zealand	Hawkes Bay
hCoV-19/NewZealand/20VR1815/2020	betacoronavirus	EPI_ISL_579139	2020-03-27	Oceania	New Zealand	Southern
hCoV-19/NewZealand/20VR1961/2020	betacoronavirus	EPI_ISL_579180	2020-04-05	Oceania	New Zealand	Southern
hCoV-19/NewZealand/20VR1964/2020	betacoronavirus	EPI_ISL_579183	2020-04-06	Oceania	New Zealand	Southern
hCoV-19/NewZealand/20VR1981/2020	betacoronavirus	EPI_ISL_579188	2020-04-07	Oceania	New Zealand	Southern
hCoV-19/NewZealand/20VR2576/2020	betacoronavirus	EPI_ISL_579307	2020-03-25	Oceania	New Zealand	Counties Manukau
hCoV-19/NewZealand/20VR3210/2020	betacoronavirus	EPI_ISL_579495	2020-04-01	Oceania	New Zealand	Canterbury
hCoV-19/NewZealand/20VR3482/2020	betacoronavirus	EPI_ISL_579500	2020-04-03	Oceania	New Zealand	Canterbury
hCoV-19/England/ALDP-9EDAF3/2020	betacoronavirus	EPI_ISL_580849	2020-05-09	Europe	United Kingdom	England
hCoV-19/England/ALDP-95AD61/2020	betacoronavirus	EPI_ISL_581417	2020-06-09	Europe	United Kingdom	England
hCoV-19/Switzerland/BS-UHB-42216457/2020	betacoronavirus	EPI_ISL_581674	2020-04-01	Europe	Switzerland	Basel-Stadt
hCoV-19/Switzerland/BS-UHB-42222049/2020	betacoronavirus	EPI_ISL_581681	2020-04-06	Europe	Switzerland	Basel-Stadt
hCoV-19/Switzerland/BS-UHB-42206374/2020	betacoronavirus	EPI_ISL_581749	2020-03-25	Europe	Switzerland	Basel-Stadt
hCoV-19/Switzerland/BS-UHB-42220622/2020	betacoronavirus	EPI_ISL_581855	2020-04-05	Europe	Switzerland	Basel-Stadt
hCoV-19/Switzerland/BS-UHB-65246128/2020	betacoronavirus	EPI_ISL_581904	2020-06-02	Europe	Switzerland	Basel-Stadt
hCoV-19/Switzerland/BS-UHB-42260094/2020	betacoronavirus	EPI_ISL_581927	2020-05-07	Europe	Switzerland	Basel-Stadt
hCoV-19/UnitedArabEmirates/skmc-920569110/2020	betacoronavirus	EPI_ISL_582126	2020-01-28	Asia	United Arab Emirates	NA
hCoV-19/Sweden/20-22125/2020	betacoronavirus	EPI_ISL_582792	2020-05-04	Europe	Sweden	Orebro
hCoV-19/Austria/CeMM0591/2020	betacoronavirus	EPI_ISL_583606	2020-03-20	Europe	Austria	Innsbruck
hCoV-19/Austria/CeMM0646/2020	betacoronavirus	EPI_ISL_583620	2020-03-29	Europe	Austria	Kappl
hCoV-19/Austria/CeMM0694/2020	betacoronavirus	EPI_ISL_583651	2020-04-18	Europe	Austria	NA
hCoV-19/Austria/CeMM0708/2020	betacoronavirus	EPI_ISL_583662	2020-05-23	Europe	Austria	NA
hCoV-19/Austria/CeMM0856/2020	betacoronavirus	EPI_ISL_583730	2020-03-23	Europe	Austria	NA
hCoV-19/Austria/CeMM0915/2020	betacoronavirus	EPI_ISL_583767	2020-03-15	Europe	Austria	NA
hCoV-19/CzechRepublic/NRL-7322-3/2020	betacoronavirus	EPI_ISL_584076	2020-06-21	Europe	Czech Republic	Northern Bohemia Region
hCoV-19/England/CWAR-24FDBB0/2020	betacoronavirus	EPI_ISL_584491	2020-05-02	Europe	United Kingdom	England
hCoV-19/England/CWAR-24FE038/2020	betacoronavirus	EPI_ISL_584563	2020-06-16	Europe	United Kingdom	England
hCoV-19/England/LIVE-99BFC/2020	betacoronavirus	EPI_ISL_584607	2020-04-13	Europe	United Kingdom	England
hCoV-19/England/LIVE-A404A/2020	betacoronavirus	EPI_ISL_584618	2020-06-25	Europe	United Kingdom	England
hCoV-19/NorthernIreland/NIRE-1070EA/2020	betacoronavirus	EPI_ISL_585108	2020-03-27	Europe	United Kingdom	Northern Ireland
hCoV-19/NorthernIreland/NIRE-107105/2020	betacoronavirus	EPI_ISL_585110	2020-03-27	Europe	United Kingdom	Northern Ireland
hCoV-19/NorthernIreland/NIRE-1075CD/2020	betacoronavirus	EPI_ISL_585173	2020-03-29	Europe	United Kingdom	Northern Ireland
hCoV-19/England/ALDP-9ECFB9/2020	betacoronavirus	EPI_ISL_589287	2020-05-05	Europe	United Kingdom	England
hCoV-19/England/ALDP-9ED1EF/2020	betacoronavirus	EPI_ISL_589296	2020-05-05	Europe	United Kingdom	England
hCoV-19/England/ALDP-9ECEE9/2020	betacoronavirus	EPI_ISL_589401	2020-05-04	Europe	United Kingdom	England
hCoV-19/England/ALDP-9ED1FE/2020	betacoronavirus	EPI_ISL_589464	2020-05-05	Europe	United Kingdom	England
hCoV-19/England/ALDP-9EE0C3/2020	betacoronavirus	EPI_ISL_589469	2020-05-06	Europe	United Kingdom	England
hCoV-19/England/ALDP-9EDB78/2020	betacoronavirus	EPI_ISL_589495	2020-05-06	Europe	United Kingdom	England
hCoV-19/England/ALDP-9EE01E/2020	betacoronavirus	EPI_ISL_589496	2020-05-08	Europe	United Kingdom	England
hCoV-19/Japan/IC-0012/2020	betacoronavirus	EPI_ISL_591358	2020-03-26	Asia	Japan	NA
hCoV-19/France/OCC-39/2020	betacoronavirus	EPI_ISL_591547	2020-06-12	Europe	France	Occitanie
hCoV-19/Australia/NSW1030/2020	betacoronavirus	EPI_ISL_593759	2020-03-18	Oceania	Australia	New South Wales
hCoV-19/Australia/WA306/2020	betacoronavirus	EPI_ISL_596849	2020-04-01	Oceania	Australia	Western Australia
hCoV-19/Germany/NW-UBI-19/2020	betacoronavirus	EPI_ISL_602300	2020-04-02	Europe	Germany	North Rhine-Westphalia
hCoV-19/Germany/NW-HHU-201/2020	betacoronavirus	EPI_ISL_602475	2020-04-05	Europe	Germany	North Rhine-Westphalia
hCoV-19/Germany/NW-HHU-180/2020	betacoronavirus	EPI_ISL_602502	2020-03-26	Europe	Germany	North Rhine-Westphalia
hCoV-19/Germany/NW-HHU-184/2020	betacoronavirus	EPI_ISL_602506	2020-03-27	Europe	Germany	North Rhine-Westphalia
hCoV-19/Lithuania/MR-LUHS-Eilnr104/2020	betacoronavirus	EPI_ISL_603114	2020-04-21	Europe	Lithuania	Marijampoles apskritis
hCoV-19/Italy/LAZ-INMI-31/2020	betacoronavirus	EPI_ISL_603138	2020-06-06	Europe	Italy	Lazio
hCoV-19/India/DL-ILBS-4871T/2020	betacoronavirus	EPI_ISL_605810	2020-04-06	Asia	India	Delhi
hCoV-19/Bangladesh/DNAS-BSH-isl-1/2020	betacoronavirus	EPI_ISL_605898	2020-04-29	Asia	Bangladesh	NA
hCoV-19/Henan/HN04/2020	betacoronavirus	EPI_ISL_605930	2020-02-24	Asia	China	Henan
hCoV-19/England/LIVE-1D2B9C/2020	betacoronavirus	EPI_ISL_612412	2020-03-29	Europe	United Kingdom	England
hCoV-19/Coted'Ivoire/BKE0317/2020	betacoronavirus	EPI_ISL_614372	2020-06-24	Africa	Cote d'Ivoire	Bouake
hCoV-19/Denmark/DCGC-909/2020	betacoronavirus	EPI_ISL_614472	2020-05-18	Europe	Denmark	Hovedstaden
hCoV-19/Denmark/DCGC-1076/2020	betacoronavirus	EPI_ISL_614501	2020-05-11	Europe	Denmark	Hovedstaden
hCoV-19/Denmark/DCGC-934/2020	betacoronavirus	EPI_ISL_614529	2020-03-30	Europe	Denmark	Syddanmark
hCoV-19/Denmark/DCGC-1094/2020	betacoronavirus	EPI_ISL_614594	2020-03-02	Europe	Denmark	Syddanmark
hCoV-19/Denmark/DCGC-1095/2020	betacoronavirus	EPI_ISL_614602	2020-03-16	Europe	Denmark	Hovedstaden
hCoV-19/Denmark/DCGC-1162/2020	betacoronavirus	EPI_ISL_614642	2020-03-16	Europe	Denmark	Hovedstaden
hCoV-19/Denmark/DCGC-931/2020	betacoronavirus	EPI_ISL_614669	2020-03-09	Europe	Denmark	Midtjylland
hCoV-19/Denmark/DCGC-998/2020	betacoronavirus	EPI_ISL_614803	2020-05-11	Europe	Denmark	Hovedstaden
hCoV-19/Denmark/DCGC-1000/2020	betacoronavirus	EPI_ISL_614805	2020-05-11	Europe	Denmark	Hovedstaden
hCoV-19/Denmark/DCGC-1193/2020	betacoronavirus	EPI_ISL_614839	2020-05-18	Europe	Denmark	Hovedstaden
hCoV-19/Denmark/DCGC-1230/2020	betacoronavirus	EPI_ISL_614871	2020-05-25	Europe	Denmark	Hovedstaden
hCoV-19/Sweden/20-22137/2020	betacoronavirus	EPI_ISL_615080	2020-05-25	Europe	Sweden	Skane
hCoV-19/Denmark/DCGC-1822/2020	betacoronavirus	EPI_ISL_618032	2020-06-08	Europe	Denmark	Sjaelland
hCoV-19/Denmark/DCGC-1270/2020	betacoronavirus	EPI_ISL_618062	2020-06-08	Europe	Denmark	Nordjylland
hCoV-19/Denmark/DCGC-1525/2020	betacoronavirus	EPI_ISL_618129	2020-06-08	Europe	Denmark	Sjaelland
hCoV-19/Denmark/DCGC-1577/2020	betacoronavirus	EPI_ISL_618147	2020-06-22	Europe	Denmark	Hovedstaden
hCoV-19/Denmark/DCGC-1694/2020	betacoronavirus	EPI_ISL_618162	2020-06-22	Europe	Denmark	Nordjylland
hCoV-19/Denmark/DCGC-1768/2020	betacoronavirus	EPI_ISL_618177	2020-06-29	Europe	Denmark	NA
hCoV-19/Denmark/DCGC-1585/2020	betacoronavirus	EPI_ISL_618629	2020-04-13	Europe	Denmark	Nordjylland
hCoV-19/Denmark/DCGC-1587/2020	betacoronavirus	EPI_ISL_618631	2020-04-13	Europe	Denmark	Hovedstaden
hCoV-19/Denmark/DCGC-1358/2020	betacoronavirus	EPI_ISL_622208	2020-03-30	Europe	Denmark	Sjaelland
hCoV-19/Denmark/DCGC-6715/2020	betacoronavirus	EPI_ISL_622388	2020-04-20	Europe	Denmark	Hovedstaden
hCoV-19/Denmark/DCGC-1398/2020	betacoronavirus	EPI_ISL_622457	2020-04-06	Europe	Denmark	Hovedstaden
hCoV-19/Denmark/DCGC-1425/2020	betacoronavirus	EPI_ISL_622484	2020-03-30	Europe	Denmark	Hovedstaden
hCoV-19/Denmark/DCGC-1919/2020	betacoronavirus	EPI_ISL_622512	2020-04-20	Europe	Denmark	Hovedstaden
hCoV-19/Denmark/DCGC-1947/2020	betacoronavirus	EPI_ISL_622529	2020-04-27	Europe	Denmark	Hovedstaden
hCoV-19/Denmark/DCGC-1841/2020	betacoronavirus	EPI_ISL_622535	2020-05-04	Europe	Denmark	Hovedstaden
hCoV-19/NewZealand/20CV0311/2020	betacoronavirus	EPI_ISL_622801	2020-04-01	Oceania	New Zealand	Hawkes Bay
hCoV-19/Bangladesh/CHRF-0047/2020	betacoronavirus	EPI_ISL_625461	2020-05-24	Asia	Bangladesh	NA
hCoV-19/England/PORT-2D31C5/2020	betacoronavirus	EPI_ISL_628314	2020-04-09	Europe	United Kingdom	England
hCoV-19/Japan/46061T/2020	betacoronavirus	EPI_ISL_6289954	2020-04-11	Asia	Japan	Hiroshima
hCoV-19/France/ARA-SC027/2020	betacoronavirus	EPI_ISL_629091	2020-03-22	Europe	France	Auvergne-Rhone-Alpes
hCoV-19/Germany/NW-UBI-41/2020	betacoronavirus	EPI_ISL_631295	2020-06-17	Europe	Germany	North Rhine-Westphalia
hCoV-19/Kyrgyzstan/ChVir-150776/2020	betacoronavirus	EPI_ISL_6335235	2020-06-11	Asia	Kyrgyzstan	Issyk-Kul
hCoV-19/Slovenia/4915/2020	betacoronavirus	EPI_ISL_635209	2020-03-08	Europe	Slovenia	NA
hCoV-19/Australia/QLD1597/2020	betacoronavirus	EPI_ISL_6386658	2020-04-08	Oceania	Australia	Queensland
hCoV-19/Australia/QLD1183/2020	betacoronavirus	EPI_ISL_639774	2020-03-26	Oceania	Australia	Queensland
hCoV-19/Australia/QLD1191/2020	betacoronavirus	EPI_ISL_639782	2020-03-28	Oceania	Australia	Queensland
hCoV-19/France/PAC-SC241/2020	betacoronavirus	EPI_ISL_641521	2020-03-29	Europe	France	Provence-Alpes-Cote d'Azur
hCoV-19/Ireland/D-NVRL-AIIDV0149v2/2020	betacoronavirus	EPI_ISL_644248	2020-04-18	Europe	Ireland	Dublin
hCoV-19/Ireland/WW-NVRL-AIIDV0073v2/2020	betacoronavirus	EPI_ISL_644277	2020-04-28	Europe	Ireland	Wicklow
hCoV-19/France/OCC-SC529/2020	betacoronavirus	EPI_ISL_644698	2020-03-11	Europe	France	Occitanie
hCoV-19/Zimbabwe/ZW-9527/2020	betacoronavirus	EPI_ISL_644816	2020-06-01	Africa	Zimbabwe	NA
hCoV-19/France/ARA-SC392/2020	betacoronavirus	EPI_ISL_645194	2020-03-30	Europe	France	Auvergne-Rhone-Alpes
hCoV-19/Singapore/110nan/2020	betacoronavirus	EPI_ISL_648077	2020-03-17	Asia	Singapore	NA
hCoV-19/Singapore/1174/2020	betacoronavirus	EPI_ISL_648102	2020-04-11	Asia	Singapore	NA
hCoV-19/EquatorialGuinea/7893/2020	betacoronavirus	EPI_ISL_648348	2020-05-13	Africa	Equatorial Guinea	Litoral
hCoV-19/Singapore/1336/2020	betacoronavirus	EPI_ISL_648685	2020-06-03	Asia	Singapore	NA
hCoV-19/Singapore/599nan/2020	betacoronavirus	EPI_ISL_648702	2020-06-14	Asia	Singapore	NA
hCoV-19/Singapore/1357/2020	betacoronavirus	EPI_ISL_648708	2020-06-19	Asia	Singapore	NA
hCoV-19/Singapore/1266/2020	betacoronavirus	EPI_ISL_648750	2020-05-05	Asia	Singapore	NA
hCoV-19/Singapore/1277/2020	betacoronavirus	EPI_ISL_648762	2020-05-06	Asia	Singapore	NA
hCoV-19/Singapore/1326/2020	betacoronavirus	EPI_ISL_648814	2020-05-27	Asia	Singapore	NA
hCoV-19/Japan/Hiro46070/2020	betacoronavirus	EPI_ISL_6490475	2020-04-11	Asia	Japan	Hiroshima
hCoV-19/Israel/CVL-n2125/2020	betacoronavirus	EPI_ISL_649069	2020-03-06	Asia	Israel	Ceasaria
hCoV-19/Israel/CVL-n3804/2020	betacoronavirus	EPI_ISL_649087	2020-03-10	Asia	Israel	Petah-Tikva
hCoV-19/Israel/CVL-n1999/2020	betacoronavirus	EPI_ISL_649092	2020-03-06	Asia	Israel	Ramat-Hasharon
hCoV-19/Israel/CVL-n3975/2020	betacoronavirus	EPI_ISL_649107	2020-03-11	Asia	Israel	Yuvalim
hCoV-19/France/PDL-SC621/2020	betacoronavirus	EPI_ISL_649177	2020-03-31	Europe	France	Pays de la Loire
hCoV-19/France/NAQ-SC204/2020	betacoronavirus	EPI_ISL_649958	2020-03-06	Europe	France	Nouvelle-Aquitaine
hCoV-19/France/NAQ-SC222/2020	betacoronavirus	EPI_ISL_649970	2020-03-28	Europe	France	Nouvelle-Aquitaine
hCoV-19/India/DL-NIBG-MN7/2020	betacoronavirus	EPI_ISL_653836	2020-06-18	Asia	India	Delhi
hCoV-19/India/HR-NIBG-TF32/2020	betacoronavirus	EPI_ISL_653865	2020-06-22	Asia	India	Haryana
hCoV-19/Spain/AS-IBV-98006655/2020	betacoronavirus	EPI_ISL_654680	2020-04-21	Europe	Spain	Asturias
hCoV-19/Spain/AS-IBV-98006637/2020	betacoronavirus	EPI_ISL_654684	2020-04-03	Europe	Spain	Asturias
hCoV-19/Vietnam/PIHCM-372/2020	betacoronavirus	EPI_ISL_654872	2020-03-20	Asia	Vietnam	Ho Chi Minh City
hCoV-19/Sweden/01_SE100_21CS501971/2020	betacoronavirus	EPI_ISL_6563680	2020-03-22	Europe	Sweden	Stockholm
hCoV-19/Sweden/01_SE100_21CS502409/2020	betacoronavirus	EPI_ISL_6564070	2020-03-29	Europe	Sweden	Stockholm
hCoV-19/SouthKorea/YS008/2020	betacoronavirus	EPI_ISL_660110	2020-06-07	Asia	South Korea	Seoul
hCoV-19/France/ARA-SC386/2020	betacoronavirus	EPI_ISL_660358	2020-03-17	Europe	France	Auvergne-Rhone-Alpes
hCoV-19/France/ARA-SC391/2020	betacoronavirus	EPI_ISL_660360	2020-03-28	Europe	France	Auvergne-Rhone-Alpes
hCoV-19/Sweden/20-22319/2020	betacoronavirus	EPI_ISL_660411	2020-04-08	Europe	Sweden	Ostergotland
hCoV-19/BurkinaFaso/583/2020	betacoronavirus	EPI_ISL_660474	2020-06-21	Africa	Burkina Faso	Batié
hCoV-19/France/OCC-SC511/2020	betacoronavirus	EPI_ISL_660702	2020-04-24	Europe	France	Occitanie
hCoV-19/France/NAQ-SC253/2020	betacoronavirus	EPI_ISL_663207	2020-03-14	Europe	France	Nouvelle-Aquitaine
